sale_id,date,count_pizza,count_drink,price,user_id
1000070,2022-02-04 10:40:16,2,1,1590,ed6637
1000071,2022-02-04 10:40:18,1,0,780,377b88
1000072,2022-02-04 10:41:20,2,0,1560,8df9ed
1000073,2022-02-04 10:42:21,2,0,1320,f9a285
1000074,2022-02-04 10:43:21,1,0,780,877397
1000075,2022-02-04 10:43:27,1,0,780,c893c1
1000076,2022-02-04 10:43:46,2,0,1380,1270eb
1000077,2022-02-04 10:44:22,1,0,780,574a38
1000078,2022-02-04 10:44:33,1,0,780,384aea
1000079,2022-02-04 10:44:51,1,1,930,fbf46d
1000080,2022-02-04 10:44:54,1,0,780,72ab81
1000081,2022-02-04 10:45:10,1,0,720,f87863
1000082,2022-02-04 10:45:33,2,2,1500,e56520
1000083,2022-02-04 10:45:40,1,0,780,381381
1000084,2022-02-04 10:45:52,2,1,1500,74740f
1000085,2022-02-04 10:46:05,1,0,540,be7016
1000086,2022-02-04 10:46:11,1,0,600,b99344
1000087,2022-02-04 10:46:12,2,0,1620,a24c51
1000088,2022-02-04 10:46:23,2,0,1500,8f9db4
1000089,2022-02-04 10:46:32,1,1,750,3d0e36
1000090,2022-02-04 10:48:27,1,1,840,76c315
1000091,2022-02-04 10:49:20,2,0,1320,1718a0
1000092,2022-02-04 10:49:41,2,0,1560,164f1a
1000093,2022-02-04 10:49:50,1,0,600,6bcc33
1000094,2022-02-04 10:50:39,1,1,810,a8783a
1000095,2022-02-04 10:50:52,1,0,840,1a664e
1000096,2022-02-04 10:50:57,2,1,1470,820e80
1000097,2022-02-04 10:51:05,1,0,780,93c0e9
1000098,2022-02-04 10:51:27,2,1,1620,ce22b4
1000099,2022-02-04 10:51:29,2,1,1200,4951db
1000100,2022-02-04 10:51:58,2,0,1140,9d0cfa
1000101,2022-02-04 10:52:16,4,2,2820,b9d624
1000102,2022-02-04 10:52:47,1,0,660,638d39
1000103,2022-02-04 10:53:49,2,1,1410,0ebfdb
1000104,2022-02-04 10:53:49,2,1,1530,4c6d23
1000105,2022-02-04 10:53:53,2,1,1620,90c07d
1000106,2022-02-04 10:53:58,1,0,780,078e66
1000107,2022-02-04 10:54:04,1,0,600,3875ef
1000108,2022-02-04 10:54:49,2,0,1260,e4217e
1000109,2022-02-04 10:54:55,1,0,780,5d0434
1000110,2022-02-04 10:54:59,1,0,600,b808a3
1000111,2022-02-04 10:55:09,2,0,1560,0089c5
1000112,2022-02-04 10:55:14,3,1,2310,439678
1000113,2022-02-04 10:55:33,2,0,1500,c3f884
1000114,2022-02-04 10:55:33,1,0,720,c55e89
1000115,2022-02-04 10:56:00,1,0,660,b989be
1000116,2022-02-04 10:56:19,1,1,840,c20f7a
1000117,2022-02-04 10:57:03,2,1,1470,351f66
1000118,2022-02-04 10:57:13,2,2,1710,3ef96a
1000119,2022-02-04 10:57:26,1,1,870,34c9d5
1000120,2022-02-04 10:57:57,1,0,720,b53539
1000121,2022-02-04 10:58:18,2,1,1320,ea9a26
1000122,2022-02-04 10:58:19,1,1,810,3740b7
1000123,2022-02-04 10:58:26,1,0,720,24b0fe
1000124,2022-02-04 10:58:52,4,2,3090,3f3f0b
1000125,2022-02-04 10:58:59,4,1,2670,b1245b
1000126,2022-02-04 10:59:05,1,0,780,8029b0
1000127,2022-02-04 11:00:13,1,0,720,08444a
1000128,2022-02-04 11:00:17,2,0,1380,83263d
1000129,2022-02-04 11:00:37,2,1,1710,b9bf55
1000130,2022-02-04 11:00:53,1,0,540,87f281
1000131,2022-02-04 11:01:12,2,0,1500,638a9b
1000132,2022-02-04 11:01:28,1,0,840,c3b3c7
1000133,2022-02-04 11:02:03,2,0,1320,e754b6
1000134,2022-02-04 11:02:09,2,1,1650,05eb52
1000135,2022-02-04 11:02:10,1,0,660,f486f4
1000136,2022-02-04 11:02:13,2,1,1560,d0eaf4
1000137,2022-02-04 11:03:36,1,0,600,2bd5f2
1000138,2022-02-04 11:03:46,1,1,630,5b8b39
1000139,2022-02-04 11:05:09,1,0,660,6caba3
1000140,2022-02-04 11:05:11,1,0,660,25165f
1000141,2022-02-04 11:05:13,2,0,1320,850df8
1000142,2022-02-04 11:05:56,1,0,660,7b38b5
1000143,2022-02-04 11:06:26,2,0,1380,4ad737
1000144,2022-02-04 11:06:39,1,0,780,89e5ab
1000145,2022-02-04 11:06:59,3,1,2130,cc4900
1000146,2022-02-04 11:07:41,6,0,4500,4acf2d
1000147,2022-02-04 11:07:50,1,0,600,3dfe8f
1000148,2022-02-04 11:08:03,1,0,720,da64f8
1000149,2022-02-04 11:08:25,1,1,720,8f72ed
1000150,2022-02-04 11:08:27,2,0,1380,ce541e
1000151,2022-02-04 11:08:35,1,0,780,015a0a
1000152,2022-02-04 11:08:35,1,0,780,a7beef
1000153,2022-02-04 11:08:58,1,1,870,8dc1e0
1000154,2022-02-04 11:09:10,1,1,690,90f292
1000155,2022-02-04 11:09:12,1,0,780,5f7095
1000156,2022-02-04 11:09:22,1,0,660,d0d747
1000157,2022-02-04 11:09:29,2,1,1590,f22493
1000158,2022-02-04 11:09:32,3,1,2190,e3d3fd
1000159,2022-02-04 11:09:38,2,2,1830,f31eab
1000160,2022-02-04 11:09:43,2,1,1620,045537
1000161,2022-02-04 11:09:56,1,0,720,9b9be9
1000162,2022-02-04 11:10:04,1,0,720,be1f34
1000163,2022-02-04 11:10:10,1,0,720,0754bb
1000164,2022-02-04 11:10:14,1,0,540,774e0a
1000165,2022-02-04 11:10:15,3,0,2040,2a4b61
1000166,2022-02-04 11:10:17,3,1,2100,02829a
1000167,2022-02-04 11:10:32,3,0,2100,8f9f2c
1000168,2022-02-04 11:10:36,1,0,780,af7f4f
1000169,2022-02-04 11:10:42,4,2,2820,19c386
1000170,2022-02-04 11:11:04,1,0,840,e97c53
1000171,2022-02-04 11:11:17,2,0,1440,c1f853
1000172,2022-02-04 11:11:28,2,0,1680,3b7f82
1000173,2022-02-04 11:11:52,2,0,1500,61d730
1000174,2022-02-04 11:11:58,1,0,720,d87c35
1000175,2022-02-04 11:12:45,1,1,840,236b57
1000176,2022-02-04 11:13:03,1,0,840,8c8b95
1000177,2022-02-04 11:13:45,1,1,840,17e0dd
1000178,2022-02-04 11:13:45,1,0,600,0a901d
1000179,2022-02-04 11:14:15,2,1,1440,ac7b10
1000180,2022-02-04 11:14:41,4,1,2850,71cdad
1000181,2022-02-04 11:15:14,1,0,720,fc4c72
1000182,2022-02-04 11:15:30,5,1,3510,e87bab
1000183,2022-02-04 11:15:33,5,1,3960,6feb56
1000184,2022-02-04 11:15:42,2,0,1560,3a9da5
1000185,2022-02-04 11:15:49,6,4,4590,907f56
1000186,2022-02-04 11:16:05,1,0,660,ebdda3
1000187,2022-02-04 11:16:08,1,1,720,48f20a
1000188,2022-02-04 11:16:13,3,0,2040,6e127a
1000189,2022-02-04 11:16:24,1,0,780,3ba922
1000190,2022-02-04 11:16:27,2,2,1680,f448ff
1000191,2022-02-04 11:16:29,2,1,1650,136e27
1000192,2022-02-04 11:16:56,2,1,1620,1914d9
1000193,2022-02-04 11:17:17,2,0,1560,6a938b
1000194,2022-02-04 11:17:55,1,1,780,3e30d9
1000195,2022-02-04 11:18:03,1,0,840,cd5321
1000196,2022-02-04 11:18:08,2,0,1680,549052
1000197,2022-02-04 11:18:13,1,1,930,1322fc
1000198,2022-02-04 11:18:24,1,0,540,70d9ea
1000199,2022-02-04 11:18:29,1,0,540,7498a3
1000200,2022-02-04 11:18:32,1,0,720,6f75b1
1000201,2022-02-04 11:18:36,1,0,780,07ed46
1000202,2022-02-04 11:18:38,1,0,720,37287a
1000203,2022-02-04 11:18:50,5,3,3660,d5cb45
1000204,2022-02-04 11:19:02,2,0,1500,1bc87c
1000205,2022-02-04 11:19:23,1,0,720,26fa15
1000206,2022-02-04 11:19:40,1,0,720,13f81f
1000207,2022-02-04 11:19:50,1,0,540,e232c4
1000208,2022-02-04 11:20:23,1,0,660,6574f9
1000209,2022-02-04 11:20:53,2,1,1680,f0d0f5
1000210,2022-02-04 11:21:02,1,0,600,909cfa
1000211,2022-02-04 11:21:42,1,0,840,17057a
1000212,2022-02-04 11:21:45,1,1,870,394654
1000213,2022-02-04 11:22:32,1,0,600,bd8a71
1000214,2022-02-04 11:22:40,7,1,4830,a63c18
1000215,2022-02-04 11:22:44,2,0,1200,49e4fe
1000216,2022-02-04 11:22:53,3,1,2190,f5c85d
1000217,2022-02-04 11:23:44,3,0,2100,db8a24
1000218,2022-02-04 11:23:55,1,0,600,8abcab
1000219,2022-02-04 11:24:08,4,0,2640,7dcf98
1000220,2022-02-04 11:24:10,2,0,1380,f0c037
1000221,2022-02-04 11:24:29,4,0,2580,1294a7
1000222,2022-02-04 11:24:36,1,0,840,7dd533
1000223,2022-02-04 11:24:37,1,0,780,613b87
1000224,2022-02-04 11:24:45,1,1,660,08072f
1000225,2022-02-04 11:24:51,2,1,1230,f4acab
1000226,2022-02-04 11:25:00,2,0,1500,7a13ae
1000227,2022-02-04 11:25:12,4,0,2760,6579aa
1000228,2022-02-04 11:25:17,2,0,1380,0b87d1
1000229,2022-02-04 11:26:19,1,0,660,86d18a
1000230,2022-02-04 11:26:22,2,0,1260,73c0cc
1000231,2022-02-04 11:26:29,1,1,810,2281fd
1000232,2022-02-04 11:26:46,2,0,1260,0b2ed4
1000233,2022-02-04 11:26:55,2,1,1590,7b89b1
1000234,2022-02-04 11:27:23,1,1,870,e2ef7d
1000235,2022-02-04 11:27:36,2,0,1440,7e08a1
1000236,2022-02-04 11:27:57,1,0,600,550016
1000237,2022-02-04 11:28:03,1,0,780,3b47b7
1000238,2022-02-04 11:28:07,1,0,780,cc23dd
1000239,2022-02-04 11:28:21,2,0,1320,18129e
1000240,2022-02-04 11:28:57,2,0,1620,5a2aec
1000241,2022-02-04 11:29:10,1,0,660,cadd30
1000242,2022-02-04 11:29:37,1,0,780,24bc51
1000243,2022-02-04 11:29:43,1,0,720,33b742
1000244,2022-02-04 11:29:52,2,0,1560,437c44
1000245,2022-02-04 11:29:59,2,1,1140,093aa4
1000246,2022-02-04 11:30:36,1,0,780,84b9b3
1000247,2022-02-04 11:30:56,2,2,1830,6d4168
1000248,2022-02-04 11:30:56,1,0,720,11b980
1000249,2022-02-04 11:30:58,3,0,1860,d93718
1000250,2022-02-04 11:31:08,1,1,690,461bea
1000251,2022-02-04 11:31:08,1,0,540,c7e819
1000252,2022-02-04 11:31:33,3,0,2220,4661c1
1000253,2022-02-04 11:31:49,3,1,2100,4b357a
1000254,2022-02-04 11:32:04,1,0,720,bf1b9c
1000255,2022-02-04 11:32:08,1,1,870,256f4f
1000256,2022-02-04 11:32:30,1,1,780,b229f8
1000257,2022-02-04 11:32:32,2,0,1380,32b306
1000258,2022-02-04 11:32:36,1,1,930,fe6874
1000259,2022-02-04 11:32:39,2,0,1140,79b4f6
1000260,2022-02-04 11:32:53,2,0,1380,0d6352
1000261,2022-02-04 11:33:00,1,0,720,196624
1000262,2022-02-04 11:33:43,1,0,780,bce58a
1000263,2022-02-04 11:33:52,1,0,720,a1f41f
1000264,2022-02-04 11:34:20,1,0,600,1fa626
1000265,2022-02-04 11:34:30,1,0,840,74f113
1000266,2022-02-04 11:34:31,2,0,1380,7a23c9
1000267,2022-02-04 11:34:38,1,0,840,a2af45
1000268,2022-02-04 11:34:38,1,0,540,6877b4
1000269,2022-02-04 11:34:45,1,1,900,9cc5c1
1000270,2022-02-04 11:34:46,1,0,540,02f806
1000271,2022-02-04 11:34:53,1,0,540,293a38
1000272,2022-02-04 11:35:43,1,1,870,fbcca8
1000273,2022-02-04 11:35:57,1,1,660,8f2c43
1000274,2022-02-04 11:36:00,2,1,1410,8d24d1
1000275,2022-02-04 11:36:04,2,1,1470,394e4e
1000276,2022-02-04 11:36:44,1,0,660,831c81
1000277,2022-02-04 11:37:00,1,0,660,7320e0
1000278,2022-02-04 11:37:06,2,0,1260,0d238c
1000279,2022-02-04 11:37:13,1,0,840,60484e
1000280,2022-02-04 11:37:19,1,1,750,b7aa18
1000281,2022-02-04 11:37:21,2,1,1530,4ab25f
1000282,2022-02-04 11:37:23,1,0,600,3788f4
1000283,2022-02-04 11:37:30,2,0,1140,67fcf6
1000284,2022-02-04 11:37:41,1,1,840,4ed41b
1000285,2022-02-04 11:37:51,1,0,540,e29f8e
1000286,2022-02-04 11:37:53,1,1,600,de516f
1000287,2022-02-04 11:38:13,6,2,4440,f94dc3
1000288,2022-02-04 11:38:38,3,1,1920,b90684
1000289,2022-02-04 11:38:45,1,0,840,1bc55c
1000290,2022-02-04 11:38:46,1,0,540,dc5cf9
1000291,2022-02-04 11:38:56,3,0,1860,9f51a0
1000292,2022-02-04 11:39:23,1,0,660,1ee76b
1000293,2022-02-04 11:39:27,1,1,870,2a26f8
1000294,2022-02-04 11:39:37,8,4,6270,74b254
1000295,2022-02-04 11:39:41,3,0,2280,d92754
1000296,2022-02-04 11:39:53,1,0,780,5d2cdd
1000297,2022-02-04 11:39:54,1,1,720,1d452f
1000298,2022-02-04 11:39:59,3,1,2100,35d249
1000299,2022-02-04 11:40:00,1,0,540,29a884
1000300,2022-02-04 11:40:00,2,1,1500,9dbbf1
1000301,2022-02-04 11:40:03,2,0,1620,d3dfd0
1000302,2022-02-04 11:40:26,2,0,1560,356d98
1000303,2022-02-04 11:40:27,1,0,840,fab220
1000304,2022-02-04 11:40:36,3,0,1680,da4978
1000305,2022-02-04 11:40:45,1,1,810,50925d
1000306,2022-02-04 11:40:48,1,1,930,830bfe
1000307,2022-02-04 11:40:51,1,1,750,131bed
1000308,2022-02-04 11:40:54,1,1,780,45ea8c
1000309,2022-02-04 11:40:58,4,1,2790,2d0328
1000310,2022-02-04 11:41:02,2,0,1560,38d56a
1000311,2022-02-04 11:41:05,1,0,780,26fcdf
1000312,2022-02-04 11:41:06,1,0,780,5992e5
1000313,2022-02-04 11:41:25,1,0,600,6bf7aa
1000314,2022-02-04 11:41:28,1,0,840,cb40a9
1000315,2022-02-04 11:41:30,1,0,840,cc4222
1000316,2022-02-04 11:41:38,7,2,5280,aca331
1000317,2022-02-04 11:41:39,1,1,840,3fc5e6
1000318,2022-02-04 11:41:47,2,1,1500,b8748b
1000319,2022-02-04 11:41:53,2,1,1530,ae9d01
1000320,2022-02-04 11:42:02,1,0,540,a77697
1000321,2022-02-04 11:42:14,3,0,2280,4956f5
1000322,2022-02-04 11:42:21,1,0,540,d27545
1000323,2022-02-04 11:42:29,1,1,720,ac84e2
1000324,2022-02-04 11:42:44,2,0,1140,9fdcf1
1000325,2022-02-04 11:42:50,4,2,2940,f0bf6f
1000326,2022-02-04 11:42:56,1,0,660,dd8050
1000327,2022-02-04 11:43:02,3,2,2220,efb1a4
1000328,2022-02-04 11:43:05,1,1,810,42b454
1000329,2022-02-04 11:43:05,1,1,690,319966
1000330,2022-02-04 11:43:16,1,0,540,2eeeb5
1000331,2022-02-04 11:43:22,2,0,1260,e6faf2
1000332,2022-02-04 11:43:28,2,1,1290,63d400
1000333,2022-02-04 11:43:46,1,0,780,339f4a
1000334,2022-02-04 11:43:47,1,1,870,0080eb
1000335,2022-02-04 11:44:05,1,0,540,680e92
1000336,2022-02-04 11:44:23,2,0,1560,ab2fff
1000337,2022-02-04 11:44:27,4,1,2850,14d3f2
1000338,2022-02-04 11:44:30,2,1,1410,675883
1000339,2022-02-04 11:44:34,3,2,2580,67b040
1000340,2022-02-04 11:44:46,3,0,1980,a2615d
1000341,2022-02-04 11:44:49,2,0,1500,7fec19
1000342,2022-02-04 11:45:04,1,1,930,cf1e34
1000343,2022-02-04 11:45:04,1,0,780,e908c3
1000344,2022-02-04 11:45:16,2,0,1380,484b0a
1000345,2022-02-04 11:45:20,1,0,720,c9c793
1000346,2022-02-04 11:45:21,1,0,720,06b010
1000347,2022-02-04 11:45:40,4,1,2820,299805
1000348,2022-02-04 11:45:44,5,1,3300,2dba2a
1000349,2022-02-04 11:45:57,1,0,600,3601f2
1000350,2022-02-04 11:46:05,1,0,660,8d98cb
1000351,2022-02-04 11:46:17,1,1,870,ff193b
1000352,2022-02-04 11:46:30,1,0,720,e9341d
1000353,2022-02-04 11:46:32,3,1,2190,927704
1000354,2022-02-04 11:46:36,2,1,1620,8e3e39
1000355,2022-02-04 11:46:52,4,2,3150,208525
1000356,2022-02-04 11:46:52,1,1,870,02e3d5
1000357,2022-02-04 11:47:04,5,1,3720,67075b
1000358,2022-02-04 11:47:14,2,1,1560,fa2169
1000359,2022-02-04 11:47:30,1,1,660,e50744
1000360,2022-02-04 11:47:53,1,0,780,74ac44
1000361,2022-02-04 11:48:37,1,0,780,f6f8a7
1000362,2022-02-04 11:48:39,1,0,720,71dfe0
1000363,2022-02-04 11:48:54,4,1,3030,91db10
1000364,2022-02-04 11:49:09,1,0,600,23a11e
1000365,2022-02-04 11:49:11,2,0,1500,fccdaf
1000366,2022-02-04 11:49:16,1,1,840,4de10e
1000367,2022-02-04 11:49:31,1,1,660,229a8d
1000368,2022-02-04 11:49:44,2,1,1440,4625b5
1000369,2022-02-04 11:49:46,1,0,660,1a1e07
1000370,2022-02-04 11:49:55,1,1,780,9f462b
1000371,2022-02-04 11:50:08,2,0,1200,2ad5bf
1000372,2022-02-04 11:50:23,1,1,870,3eacc3
1000373,2022-02-04 11:50:24,1,1,810,35db2b
1000374,2022-02-04 11:50:35,1,0,660,9ad2e5
1000375,2022-02-04 11:50:36,1,1,750,61d94f
1000376,2022-02-04 11:51:03,1,0,660,55af93
1000377,2022-02-04 11:51:17,1,0,600,9fd2cc
1000378,2022-02-04 11:51:20,1,1,630,c34a95
1000379,2022-02-04 11:51:38,2,0,1380,9a58f0
1000380,2022-02-04 11:51:53,2,2,1470,19282c
1000381,2022-02-04 11:52:05,1,0,720,9c1eec
1000382,2022-02-04 11:52:07,4,0,3060,ac6c40
1000383,2022-02-04 11:52:40,1,0,720,287cb7
1000384,2022-02-04 11:52:49,1,0,660,4dacdb
1000385,2022-02-04 11:52:55,2,0,1620,f04c04
1000386,2022-02-04 11:52:57,3,0,2160,7b9452
1000387,2022-02-04 11:53:06,1,0,720,b2799c
1000388,2022-02-04 11:53:08,2,0,1200,a77ffc
1000389,2022-02-04 11:53:16,1,1,720,d5d4c9
1000390,2022-02-04 11:53:20,1,0,720,3627c6
1000391,2022-02-04 11:53:23,3,1,2430,6f8096
1000392,2022-02-04 11:53:37,3,1,2280,b5be05
1000393,2022-02-04 11:53:43,2,1,1560,b5caa4
1000394,2022-02-04 11:53:50,2,0,1560,ada484
1000395,2022-02-04 11:54:19,1,1,840,d8f996
1000396,2022-02-04 11:54:26,1,0,720,06f39d
1000397,2022-02-04 11:54:41,1,0,780,fe06af
1000398,2022-02-04 11:54:43,1,0,600,450f77
1000399,2022-02-04 11:54:45,4,1,2640,0e64a7
1000400,2022-02-04 11:54:53,2,0,1380,356818
1000401,2022-02-04 11:55:13,3,1,2190,9e37c2
1000402,2022-02-04 11:55:16,1,1,780,c5e9bd
1000403,2022-02-04 11:55:40,1,0,600,d4ea5e
1000404,2022-02-04 11:55:44,1,1,660,59c449
1000405,2022-02-04 11:55:46,2,1,1230,adac40
1000406,2022-02-04 11:55:47,1,1,840,dbbe50
1000407,2022-02-04 11:55:57,1,1,690,142be8
1000408,2022-02-04 11:56:03,1,1,600,511fed
1000409,2022-02-04 11:56:04,2,0,1560,8cb273
1000410,2022-02-04 11:56:04,2,2,1650,6564f8
1000411,2022-02-04 11:56:10,3,1,2370,95d06e
1000412,2022-02-04 11:56:10,1,0,660,a0c163
1000413,2022-02-04 11:56:12,1,0,600,f76c7b
1000414,2022-02-04 11:56:12,1,0,780,146685
1000415,2022-02-04 11:56:17,1,0,720,156ad4
1000416,2022-02-04 11:56:17,1,0,720,0d03e0
1000417,2022-02-04 11:56:22,1,1,810,0b7341
1000418,2022-02-04 11:56:30,1,0,720,b8ccd8
1000419,2022-02-04 11:56:35,2,1,1500,95d813
1000420,2022-02-04 11:56:35,2,0,1440,477e81
1000421,2022-02-04 11:56:54,3,2,2010,169d26
1000422,2022-02-04 11:56:58,1,0,540,73e4b0
1000423,2022-02-04 11:57:00,1,0,660,3f6cb9
1000424,2022-02-04 11:57:22,3,0,2220,83e9d2
1000425,2022-02-04 11:57:22,2,0,1380,08d1bf
1000426,2022-02-04 11:57:27,2,0,1620,557a65
1000427,2022-02-04 11:57:43,1,0,720,6742df
1000428,2022-02-04 11:58:04,3,0,2400,fa396f
1000429,2022-02-04 11:58:13,2,1,1560,163291
1000430,2022-02-04 11:58:33,4,0,3060,3ab4bd
1000431,2022-02-04 11:59:05,1,0,840,0ab6af
1000432,2022-02-04 11:59:27,2,1,1470,206bd2
1000433,2022-02-04 11:59:31,3,0,2100,da62cd
1000434,2022-02-04 11:59:37,2,0,1380,94b859
1000435,2022-02-04 11:59:37,3,0,2100,275aed
1000436,2022-02-04 11:59:39,1,0,720,a572ee
1000437,2022-02-04 11:59:59,1,0,600,1534e5
1000438,2022-02-04 12:00:09,3,1,1800,784dfa
1000439,2022-02-04 12:00:55,5,1,3720,e82b1f
1000440,2022-02-04 12:01:07,1,0,540,7785a2
1000441,2022-02-04 12:01:12,1,0,660,db8970
1000442,2022-02-04 12:01:15,2,1,1500,d4c432
1000443,2022-02-04 12:01:20,1,0,720,22ce14
1000444,2022-02-04 12:01:44,2,1,1410,a192fc
1000445,2022-02-04 12:01:46,2,0,1440,099250
1000446,2022-02-04 12:01:50,3,0,2100,2cb5be
1000447,2022-02-04 12:01:52,1,1,600,411f0b
1000448,2022-02-04 12:02:05,2,0,1500,e9bdbf
1000449,2022-02-04 12:02:27,1,1,840,e06b9e
1000450,2022-02-04 12:02:44,1,0,540,a13517
1000451,2022-02-04 12:03:05,1,1,750,7d724c
1000452,2022-02-04 12:03:08,3,1,2370,fd4fcd
1000453,2022-02-04 12:03:18,1,0,780,a8458c
1000454,2022-02-04 12:03:20,1,0,720,8a2770
1000455,2022-02-04 12:03:28,1,1,690,981887
1000456,2022-02-04 12:03:37,1,0,780,c84300
1000457,2022-02-04 12:03:38,1,0,660,ce6e9e
1000458,2022-02-04 12:04:22,2,0,1320,b17955
1000459,2022-02-04 12:04:41,1,0,720,c8612d
1000460,2022-02-04 12:04:41,1,1,600,8b7129
1000461,2022-02-04 12:04:42,2,0,1440,12014e
1000462,2022-02-04 12:04:50,2,1,1200,5e4301
1000463,2022-02-04 12:04:56,2,0,1500,c96d0a
1000464,2022-02-04 12:04:57,2,1,1410,ef97ba
1000465,2022-02-04 12:04:59,1,1,750,b23b7f
1000466,2022-02-04 12:05:05,1,0,780,c72ebf
1000467,2022-02-04 12:05:34,2,1,1650,5cdc30
1000468,2022-02-04 12:05:34,1,1,870,7cd4ea
1000469,2022-02-04 12:05:36,1,1,840,c8e578
1000470,2022-02-04 12:05:42,1,1,780,8189fa
1000471,2022-02-04 12:05:42,2,0,1320,6cf647
1000472,2022-02-04 12:06:50,3,2,2430,b90793
1000473,2022-02-04 12:06:53,1,0,720,54b0eb
1000474,2022-02-04 12:07:13,1,0,780,5fa7dc
1000475,2022-02-04 12:07:19,1,0,720,dfb6db
1000476,2022-02-04 12:07:29,1,0,720,081913
1000477,2022-02-04 12:07:34,1,0,720,1e2e73
1000478,2022-02-04 12:07:51,4,1,2730,8a9974
1000479,2022-02-04 12:08:06,1,0,780,32951f
1000480,2022-02-04 12:08:08,4,0,2700,7bbedd
1000481,2022-02-04 12:08:21,5,0,3540,dde1c5
1000482,2022-02-04 12:08:24,1,0,720,1ba0c3
1000483,2022-02-04 12:08:36,1,0,660,4aa885
1000484,2022-02-04 12:08:38,2,0,1200,ea329b
1000485,2022-02-04 12:08:40,1,0,780,edb79f
1000486,2022-02-04 12:08:56,1,1,870,16dac9
1000487,2022-02-04 12:09:13,1,0,720,6f7a1f
1000488,2022-02-04 12:09:26,2,0,1500,563e38
